1.48,1.7,4.4,3.49,4.03,2.56,forth-to-back-swing
1.66,1.31,4.08,4.54,4.5,3.8,forth-to-back-swing
1.65,2.02,3.59,4.68,3.91,4.53,forth-to-back-swing
3.81,3.3,4.39,1.43,1.77,4.83,forth-to-back-swing
1.81,1.11,5.26,2.13,2.72,4.92,forth-to-back-swing
2.49,3.55,3.28,2.6,2.27,4.16,forth-to-back-swing
4.99,2.28,5.32,4.27,2.64,4.65,forth-to-back-swing
4.24,4.83,3.96,3.39,4.28,2.83,forth-to-back-swing
2.13,4.43,5.53,4.89,3.69,1.32,forth-to-back-swing
1.3,2.98,5.44,2.16,3.15,2.82,forth-to-back-swing
3.53,3.13,3.72,1.57,1.91,4.97,forth-to-back-swing
3.29,2.73,5.69,4.23,4.44,1.57,forth-to-back-swing
1.3,4.55,3.89,2.95,4.39,2.23,forth-to-back-swing
2.43,1.14,5.48,3.26,3.92,5.0,forth-to-back-swing
1.92,1.69,3.49,4.02,2.12,3.27,forth-to-back-swing
1.6,2.43,4.23,4.17,4.42,4.8,forth-to-back-swing
2.86,2.02,3.85,3.74,4.8,1.64,forth-to-back-swing
2.57,1.67,4.44,4.19,4.03,2.19,forth-to-back-swing
2.96,1.38,3.34,3.95,2.83,2.58,forth-to-back-swing
2.92,3.74,5.18,1.85,4.38,2.35,forth-to-back-swing
1.86,3.63,5.42,1.44,1.66,1.31,forth-to-back-swing
4.18,2.33,4.99,1.33,1.93,2.07,forth-to-back-swing
2.36,2.22,4.32,2.73,4.38,2.71,forth-to-back-swing
2.83,3.55,3.98,3.69,2.77,2.09,forth-to-back-swing
1.71,2.71,3.57,1.78,4.12,3.43,forth-to-back-swing
2.24,3.26,5.77,4.58,1.98,2.06,forth-to-back-swing
3.71,1.42,5.9,4.86,4.5,4.15,forth-to-back-swing
4.8,2.94,4.6,2.95,3.44,4.27,forth-to-back-swing
4.98,1.39,4.18,1.78,2.54,1.22,forth-to-back-swing
1.37,4.42,4.73,2.59,1.75,2.82,forth-to-back-swing
4.99,3.78,4.0,4.41,2.7,4.07,forth-to-back-swing
4.98,4.98,5.19,3.44,3.46,3.21,forth-to-back-swing
4.31,2.79,5.07,1.62,4.17,3.79,forth-to-back-swing
1.61,4.83,4.41,1.33,1.02,1.65,forth-to-back-swing
2.42,4.02,5.32,4.16,1.34,3.04,forth-to-back-swing
3.03,4.76,4.94,3.63,2.58,1.95,forth-to-back-swing
2.03,1.08,4.13,3.26,2.82,4.94,forth-to-back-swing
4.68,2.4,4.27,2.2,3.1,1.87,forth-to-back-swing
2.82,4.85,3.33,2.23,4.33,1.25,forth-to-back-swing
2.89,1.3,5.44,3.39,3.0,2.56,forth-to-back-swing
2.62,1.73,5.23,3.26,2.85,2.5,forth-to-back-swing
1.86,2.87,4.22,4.96,4.02,2.62,forth-to-back-swing
3.24,3.62,1.91,4.3,2.99,-3.19,lean-back
2.66,1.94,2.52,3.12,4.63,-4.04,lean-back
2.23,3.44,4.32,1.11,4.55,-5.78,lean-back
4.7,4.08,1.9,1.84,3.27,-5.49,lean-back
2.46,4.67,2.5,1.25,4.67,-5.13,lean-back
2.92,4.87,4.1,3.2,4.76,-5.0,lean-back
2.91,2.45,4.02,1.47,4.59,-3.62,lean-back
2.48,2.33,2.15,2.17,3.71,-3.49,lean-back
1.67,3.41,5.0,1.51,1.5,-5.57,lean-back
4.87,1.71,4.2,1.03,2.63,-3.76,lean-back
2.62,1.06,3.5,4.56,1.92,-4.59,lean-back
1.53,3.95,1.85,1.97,1.17,-3.97,lean-back
4.34,1.16,3.2,2.22,3.98,-3.58,lean-back
2.4,3.05,4.07,2.66,4.66,-5.65,lean-back
4.56,3.59,1.04,2.23,1.13,-5.58,lean-back
1.94,1.51,3.35,2.39,4.56,-3.22,lean-back
1.61,2.59,2.43,3.93,2.74,-5.5,lean-back
2.94,4.49,2.55,1.31,1.51,-4.46,lean-back
2.39,3.07,3.02,3.09,4.86,-5.31,lean-back
1.02,1.93,1.97,1.79,2.95,-3.36,lean-back
1.78,1.78,3.57,4.41,3.49,-3.85,lean-back
2.27,4.69,3.67,4.52,2.51,-5.37,lean-back
1.09,1.25,2.66,2.18,4.96,-4.91,lean-back
2.05,4.91,1.55,4.38,3.1,-5.11,lean-back
3.32,3.49,1.22,4.72,3.62,-4.85,lean-back
5.0,1.39,4.06,4.03,2.24,-5.21,lean-back
3.76,4.91,1.96,1.51,3.09,-3.0,lean-back
3.55,2.34,2.21,3.35,3.12,-4.35,lean-back
4.03,3.65,2.36,4.04,3.22,-5.25,lean-back
1.9,2.34,4.76,4.75,2.28,-4.65,lean-back
4.89,3.87,2.39,1.78,3.03,-4.8,lean-back
1.84,4.9,4.42,1.72,4.25,-4.63,lean-back
3.89,3.69,2.23,1.26,3.63,-3.7,lean-back
1.69,2.22,1.53,4.21,2.61,-3.91,lean-back
3.52,1.72,4.24,4.06,3.51,-5.48,lean-back
2.89,3.74,1.3,1.34,3.37,-4.9,lean-back
1.29,2.75,1.65,1.33,3.56,-4.0,lean-back
3.13,1.02,2.13,4.65,-5.1,1.83,lean-down
4.62,4.21,2.42,1.83,-4.44,3.27,lean-down
1.78,1.15,2.79,1.76,-5.68,4.28,lean-down
1.81,2.29,4.81,2.05,-4.63,1.41,lean-down
4.85,3.35,3.28,2.69,-5.34,1.12,lean-down
3.94,1.46,4.81,4.77,-4.59,3.4,lean-down
4.26,1.04,1.66,3.61,-5.98,3.07,lean-down
3.3,3.95,3.72,1.75,-5.67,4.2,lean-down
1.37,1.68,1.95,3.96,-5.42,1.08,lean-down
3.85,3.1,3.18,2.77,-3.78,1.33,lean-down
4.4,3.94,4.16,3.78,-3.42,4.41,lean-down
3.74,4.71,1.57,1.13,-4.12,1.42,lean-down
2.86,1.61,1.39,3.52,-4.1,4.44,lean-down
2.79,4.81,4.9,1.68,-5.47,3.25,lean-down
2.23,4.1,3.17,2.41,-5.59,2.74,lean-down
1.12,3.5,4.63,4.81,-3.58,1.32,lean-down
3.58,4.93,3.91,1.86,-3.56,2.29,lean-down
2.15,4.76,4.16,1.05,-5.38,3.47,lean-down
1.57,3.56,3.3,4.12,-5.89,2.81,lean-down
2.4,3.88,1.28,4.35,-3.19,1.79,lean-down
2.9,4.71,4.16,3.57,-3.99,1.14,lean-down
3.08,4.57,2.95,3.87,-4.8,1.11,lean-down
1.64,4.21,4.43,2.21,-5.53,1.93,lean-down
3.14,3.35,1.71,4.45,-5.15,4.58,lean-down
2.91,1.36,3.88,3.72,-5.96,2.04,lean-down
2.6,2.01,1.66,2.66,-3.89,4.87,lean-down
3.03,4.72,4.02,3.88,-4.3,4.41,lean-down
4.1,3.55,4.08,2.2,-5.77,3.48,lean-down
1.13,3.08,2.37,1.52,-3.31,3.53,lean-down
4.22,2.48,3.06,2.28,-4.34,2.7,lean-down
4.61,3.73,4.11,2.88,-5.46,5.0,lean-down
4.15,1.18,2.93,3.2,-3.99,4.73,lean-down
4.44,3.61,2.35,3.02,-3.63,3.86,lean-down
1.54,1.47,2.54,3.09,-3.4,1.27,lean-down
1.52,1.51,3.88,4.53,-5.38,1.18,lean-down
4.09,3.55,1.17,3.86,-3.45,3.52,lean-down
4.89,3.01,4.28,4.28,-4.54,1.24,lean-down
4.45,4.45,3.79,1.25,-4.22,1.04,lean-down
4.49,3.41,1.92,3.21,-4.77,3.8,lean-down
2.96,2.47,3.58,1.29,-5.91,1.75,lean-down
2.83,1.83,1.96,3.85,-4.2,3.15,lean-down
2.0,2.11,3.53,2.33,-4.73,2.8,lean-down
2.48,3.43,1.61,4.55,-5.24,2.22,lean-down
2.65,3.92,2.4,2.07,-4.33,4.17,lean-down
2.17,3.96,4.29,3.99,-4.04,3.22,lean-down
4.05,2.73,3.85,4.85,-5.1,2.25,lean-down
4.83,4.01,4.87,4.31,3.56,4.97,lean-forth
1.78,2.39,1.99,4.57,1.08,5.04,lean-forth
4.78,2.31,4.92,1.93,1.27,4.29,lean-forth
3.68,4.95,1.41,3.2,2.87,5.94,lean-forth
3.41,4.85,1.87,2.26,2.84,4.17,lean-forth
4.44,3.25,2.78,2.26,4.97,3.47,lean-forth
4.96,1.55,1.3,2.78,2.63,4.21,lean-forth
3.63,3.68,3.22,4.82,1.83,3.23,lean-forth
1.46,1.81,1.8,3.72,2.89,5.76,lean-forth
1.31,3.99,3.26,3.83,4.82,3.76,lean-forth
3.59,1.09,3.1,2.87,4.1,5.49,lean-forth
3.75,1.1,3.7,3.85,4.0,5.27,lean-forth
3.94,2.2,2.72,2.12,1.71,5.61,lean-forth
1.79,3.89,3.87,2.63,2.72,4.17,lean-forth
4.88,1.38,1.06,2.05,2.74,4.4,lean-forth
2.52,4.33,2.92,1.38,4.33,5.1,lean-forth
4.5,4.31,3.51,4.74,2.01,3.47,lean-forth
3.98,1.03,4.17,1.98,2.9,3.05,lean-forth
4.18,3.66,2.89,3.46,2.95,3.69,lean-forth
2.59,2.55,2.85,3.15,3.64,3.52,lean-forth
4.6,1.99,3.13,4.66,4.77,5.78,lean-forth
1.35,1.95,3.38,4.14,1.33,3.73,lean-forth
1.27,1.63,1.45,2.6,4.52,4.49,lean-forth
4.1,4.62,4.25,3.8,3.45,5.1,lean-forth
3.46,3.37,1.75,3.92,4.84,5.82,lean-forth
4.64,1.11,4.88,2.95,2.97,3.27,lean-forth
1.23,2.22,4.93,4.4,4.17,4.01,lean-forth
1.23,3.44,4.32,2.96,4.92,5.39,lean-forth
1.69,1.27,3.11,3.7,2.5,4.8,lean-forth
3.44,2.65,1.17,4.38,3.69,4.81,lean-forth
1.81,3.22,4.59,2.54,2.06,5.22,lean-forth
2.05,4.64,4.62,1.08,1.98,4.24,lean-forth
4.74,2.34,4.47,4.42,1.99,4.09,lean-forth
4.78,3.47,3.51,4.3,4.81,3.5,lean-forth
2.85,2.69,1.15,3.08,1.44,3.63,lean-forth
3.88,4.2,3.02,3.77,3.01,4.69,lean-forth
1.05,2.36,1.25,3.13,2.1,5.62,lean-forth
3.35,4.41,4.11,4.09,4.12,3.58,lean-forth
4.52,3.39,1.69,1.41,2.55,5.34,lean-forth
3.52,2.6,2.65,3.26,3.95,3.76,lean-forth
2.58,1.85,2.15,3.51,4.56,3.1,lean-forth
4.63,3.35,1.48,2.99,3.61,4.29,lean-forth
1.85,3.76,2.86,3.92,3.96,4.83,lean-forth
4.47,2.92,3.92,3.79,2.44,4.26,lean-forth
3.12,1.59,3.17,3.58,4.53,4.41,lean-forth
3.7,2.14,1.3,3.36,4.71,5.13,lean-forth
1.16,4.07,3.39,-5.52,3.86,1.36,lean-left
3.5,3.48,2.3,-5.62,4.1,2.58,lean-left
4.62,2.18,4.15,-5.3,1.6,4.08,lean-left
3.88,1.48,4.66,-3.96,3.68,1.53,lean-left
3.54,1.12,1.79,-3.87,4.92,4.17,lean-left
1.97,3.79,2.24,-3.28,4.25,2.15,lean-left
4.29,2.53,4.16,-3.0,4.51,3.79,lean-left
4.46,2.59,4.7,-3.12,4.24,1.28,lean-left
4.44,2.48,1.18,-4.29,4.21,4.68,lean-left
4.68,4.44,4.7,-4.27,4.65,2.2,lean-left
1.66,2.57,4.67,-4.21,1.54,2.77,lean-left
2.95,2.75,3.28,-5.62,5.0,1.5,lean-left
4.39,4.61,2.49,-4.6,3.82,3.58,lean-left
3.85,3.2,4.17,-5.54,4.31,1.47,lean-left
4.1,1.79,2.17,-3.36,1.24,2.96,lean-left
3.34,2.77,1.3,-5.74,3.48,4.7,lean-left
2.01,2.9,2.07,-4.86,1.61,4.12,lean-left
3.13,1.43,3.33,-3.55,2.85,2.96,lean-left
1.15,1.71,3.22,-5.01,2.22,4.68,lean-left
3.66,4.55,1.03,-5.2,4.61,3.92,lean-left
1.14,4.9,3.6,-3.76,2.5,4.81,lean-left
3.25,2.64,2.97,-5.68,4.01,4.59,lean-left
3.98,2.15,1.21,-5.21,1.18,2.05,lean-left
2.09,1.38,2.68,-5.05,2.28,1.55,lean-left
3.32,2.5,3.79,-5.03,1.72,1.71,lean-left
4.02,1.17,2.99,-4.04,4.02,4.84,lean-left
1.44,1.22,1.22,-5.12,3.75,4.72,lean-left
3.16,1.73,1.74,-4.76,2.49,2.94,lean-left
3.52,1.27,4.82,3.92,4.14,4.28,lean-right
4.13,2.32,3.52,5.11,4.18,4.89,lean-right
2.96,2.33,3.91,5.66,1.83,2.93,lean-right
3.81,3.68,1.95,4.78,1.58,3.36,lean-right
3.1,1.01,4.01,3.69,1.98,1.45,lean-right
1.32,4.88,3.41,4.57,3.35,4.18,lean-right
3.92,3.68,2.92,5.13,1.58,3.37,lean-right
4.28,1.65,2.77,3.34,1.22,4.03,lean-right
3.27,1.28,4.76,5.57,4.24,3.22,lean-right
2.77,4.69,3.42,3.53,4.04,3.57,lean-right
4.89,1.15,2.22,4.01,4.35,1.37,lean-right
3.1,1.36,3.99,3.03,3.06,4.77,lean-right
3.4,4.29,3.29,5.88,3.71,1.21,lean-right
1.21,3.34,4.11,3.69,4.54,2.37,lean-right
3.99,3.44,4.06,3.42,1.8,2.08,lean-right
4.89,2.28,3.65,4.1,3.81,2.82,lean-right
4.92,3.73,4.18,3.9,3.26,2.75,lean-right
3.91,1.6,3.95,3.89,3.33,1.5,lean-right
2.07,1.05,4.86,5.15,1.48,3.49,lean-right
2.35,3.1,2.07,5.66,2.41,4.01,lean-right
3.27,4.29,3.68,4.62,4.24,4.24,lean-right
2.86,3.01,4.96,4.86,1.08,1.75,lean-right
4.48,2.34,2.28,5.77,2.3,2.09,lean-right
3.96,4.4,1.91,5.11,3.85,3.21,lean-right
4.88,1.92,2.5,5.47,4.84,3.88,lean-right
4.28,1.08,4.1,3.93,3.58,2.52,lean-right
1.24,3.07,2.84,4.24,1.67,4.38,lean-right
2.62,3.66,2.56,3.78,1.0,4.97,lean-right
4.14,4.14,2.06,3.76,2.23,2.82,lean-right
1.62,2.63,1.18,4.96,2.96,3.68,lean-right
4.99,4.72,4.95,3.24,4.14,3.78,lean-right
1.51,4.41,2.89,3.4,1.17,4.17,lean-right
2.27,1.7,3.39,4.68,2.33,4.59,lean-right
2.99,4.91,4.53,4.52,2.39,2.93,lean-right
3.82,1.57,3.6,4.82,3.65,4.61,lean-right
3.1,2.27,4.41,5.16,1.81,4.58,lean-right
3.78,3.48,4.55,3.96,1.11,1.01,lean-right
4.54,2.2,2.27,4.53,3.77,3.1,lean-right
4.54,1.93,2.31,5.62,3.06,4.66,lean-right
1.91,4.63,2.87,4.59,4.82,3.68,lean-right
1.98,1.97,3.43,3.55,3.04,3.76,lean-right
1.0,3.14,1.99,5.18,3.05,3.8,lean-right
4.37,3.1,1.19,4.81,4.23,1.26,lean-right
1.29,1.84,2.32,4.98,3.71,2.19,lean-right
2.45,2.05,4.96,4.2,4.12,2.82,lean-right
1.52,4.74,1.45,5.32,2.48,1.18,lean-right
3.17,2.67,1.8,5.84,1.18,1.64,lean-right
2.05,1.29,1.15,3.97,4.71,3.86,lean-right
2.53,2.46,1.31,1.12,3.64,1.4,lean-up
4.29,3.84,4.93,1.36,4.02,2.58,lean-up
2.58,3.67,2.73,3.2,4.58,2.48,lean-up
2.91,2.37,2.14,2.77,3.7,2.39,lean-up
2.95,3.75,3.32,4.47,3.96,4.19,lean-up
4.97,2.57,3.16,1.33,3.99,4.85,lean-up
2.82,3.09,3.84,1.75,3.07,2.19,lean-up
3.17,2.43,4.88,1.8,4.77,2.74,lean-up
2.37,1.13,4.66,4.84,3.65,1.97,lean-up
4.79,2.4,1.76,3.83,3.64,2.15,lean-up
1.05,2.02,1.54,1.12,5.89,1.55,lean-up
1.89,3.71,4.15,1.63,3.81,3.49,lean-up
4.52,4.83,2.27,1.53,5.33,3.3,lean-up
2.48,3.26,2.54,3.23,3.17,2.9,lean-up
2.83,3.08,2.66,3.41,3.09,2.47,lean-up
2.21,2.29,1.35,4.91,5.18,2.47,lean-up
1.43,3.73,3.85,3.72,5.99,2.1,lean-up
1.7,1.17,3.75,4.38,3.47,1.9,lean-up
2.32,3.25,1.39,1.88,5.86,3.1,lean-up
2.47,2.65,2.81,3.05,5.51,4.84,lean-up
1.1,3.87,3.91,2.62,5.81,4.84,lean-up
3.26,4.57,1.19,1.55,5.84,1.03,lean-up
1.88,1.75,3.91,4.76,3.37,4.05,lean-up
4.09,2.83,4.16,1.21,4.62,2.61,lean-up
2.46,1.13,1.33,3.98,4.42,1.09,lean-up
3.17,1.31,3.73,1.55,5.43,3.02,lean-up
1.69,4.61,3.31,3.0,3.09,4.62,lean-up
4.68,3.66,1.12,2.62,3.87,1.23,lean-up
3.49,3.81,4.8,1.42,4.8,2.43,lean-up
3.03,1.83,3.93,2.07,5.88,1.39,lean-up
4.69,4.02,2.32,3.97,4.73,2.03,lean-up
3.5,1.04,2.79,3.35,4.36,4.81,lean-up
4.22,4.72,2.2,1.47,3.44,3.75,lean-up
1.41,3.16,3.28,1.09,3.36,2.57,lean-up
4.95,1.24,3.18,1.56,4.6,2.1,lean-up
1.01,4.63,3.68,4.11,5.07,4.89,lean-up
2.91,3.81,4.22,3.58,4.67,3.94,lean-up
4.28,3.34,4.31,4.94,3.34,4.94,lean-up
1.63,1.29,1.61,4.23,4.8,4.0,lean-up
2.98,3.24,2.41,1.37,4.46,3.26,lean-up
3.7,2.4,3.8,1.43,4.05,1.56,lean-up
3.81,4.27,1.7,1.6,5.84,4.98,lean-up
2.78,2.43,4.08,4.94,3.25,1.89,lean-up
3.49,2.99,1.31,1.63,4.31,4.79,lean-up
2.63,3.95,1.88,2.12,5.94,1.48,lean-up
4.65,2.22,1.3,2.14,3.6,4.13,left-to-right-swing
3.29,1.26,1.18,4.96,2.54,3.29,left-to-right-swing
5.95,2.45,3.68,3.04,4.08,1.17,left-to-right-swing
3.64,1.15,2.85,3.46,2.44,3.91,left-to-right-swing
5.0,2.65,2.39,2.48,4.54,2.73,left-to-right-swing
4.72,2.65,3.21,3.43,4.63,4.75,left-to-right-swing
4.2,3.28,1.55,3.5,1.12,3.31,left-to-right-swing
5.53,4.82,1.03,2.83,4.64,1.13,left-to-right-swing
4.98,4.61,1.28,4.78,3.9,1.83,left-to-right-swing
4.01,1.74,4.98,4.76,3.05,3.41,left-to-right-swing
3.99,2.86,2.37,1.37,2.74,1.25,left-to-right-swing
4.99,1.18,2.87,2.39,3.33,4.11,left-to-right-swing
3.23,3.21,1.43,3.18,2.88,2.77,left-to-right-swing
3.85,2.96,2.75,2.32,3.22,1.12,left-to-right-swing
3.57,3.36,2.61,1.15,2.94,1.55,left-to-right-swing
3.01,2.55,3.11,1.25,4.79,1.84,left-to-right-swing
3.25,4.21,2.29,2.7,3.5,4.13,left-to-right-swing
3.05,2.03,1.98,3.06,4.32,4.26,left-to-right-swing
4.14,2.73,2.27,4.8,1.78,1.03,left-to-right-swing
3.26,1.77,1.58,2.86,2.04,1.48,left-to-right-swing
5.08,4.08,1.26,2.56,1.33,3.22,left-to-right-swing
4.98,4.94,4.05,2.58,1.12,4.33,left-to-right-swing
5.29,3.31,4.53,1.87,3.77,3.53,left-to-right-swing
5.41,4.42,3.44,3.49,4.72,1.72,left-to-right-swing
4.67,2.14,1.55,3.67,4.59,3.4,left-to-right-swing
3.21,3.24,2.03,4.6,1.09,4.73,left-to-right-swing
5.39,4.09,4.63,3.29,2.17,3.42,left-to-right-swing
5.9,4.87,2.4,2.94,3.83,2.75,left-to-right-swing
3.64,3.8,2.95,3.35,1.29,3.53,left-to-right-swing
5.71,4.16,1.21,2.68,1.77,4.75,left-to-right-swing
3.44,3.95,2.41,1.88,3.29,1.75,left-to-right-swing
3.99,4.51,3.65,1.38,4.6,2.76,left-to-right-swing
3.04,3.61,3.98,4.06,2.15,4.13,left-to-right-swing
4.54,3.22,3.68,4.77,4.94,2.24,left-to-right-swing
-3.64,2.0,1.68,4.77,4.32,1.67,right-to-left-swing
-4.42,2.75,1.16,4.58,3.2,4.29,right-to-left-swing
-5.02,4.64,2.36,2.01,4.17,3.22,right-to-left-swing
-4.44,3.16,3.69,4.54,4.71,1.02,right-to-left-swing
-5.78,2.13,2.37,4.1,2.14,4.19,right-to-left-swing
-4.16,2.54,4.67,3.82,1.62,2.61,right-to-left-swing
-4.6,1.59,1.13,2.83,1.85,1.98,right-to-left-swing
-3.11,4.89,3.55,1.55,1.62,4.51,right-to-left-swing
-3.43,1.6,1.82,4.39,4.22,4.47,right-to-left-swing
-4.61,1.01,4.98,1.82,2.88,1.27,right-to-left-swing
-3.32,1.24,1.21,1.17,4.31,4.11,right-to-left-swing
-5.56,4.5,4.89,2.19,3.25,3.32,right-to-left-swing
-3.93,2.22,1.62,3.58,2.61,4.0,right-to-left-swing
-5.54,3.84,1.18,2.41,2.47,1.15,right-to-left-swing
-5.16,1.32,2.45,2.97,4.38,4.71,right-to-left-swing
-5.9,1.16,2.18,2.64,1.2,1.18,right-to-left-swing
-3.64,2.97,4.99,4.76,4.73,3.8,right-to-left-swing
-5.82,3.66,2.39,3.04,3.66,1.42,right-to-left-swing
-4.5,1.8,1.89,3.18,2.62,4.22,right-to-left-swing
-3.38,2.51,2.9,1.79,4.86,1.05,right-to-left-swing
-4.56,3.82,2.81,1.17,3.74,3.09,right-to-left-swing
-5.84,1.46,2.28,2.11,2.45,2.77,right-to-left-swing
-3.7,2.94,4.82,1.91,3.4,2.7,right-to-left-swing
-5.61,3.38,2.93,4.1,3.45,2.8,right-to-left-swing
